text,text_clean,label,label_int,has_tamil_script,is_code_switched,text_length,word_count
Padam vetri pera valthukal         - sk anna fans,Padam vetri pera valthukal - sk anna fans,0,,False,False,41,8
Pink remake. Thala ipadi awareness movie la nadikarathu happy.,Pink remake. Thala ipadi awareness movie la nadikarathu happy.,0,,False,True,62,9
I'm think so megaakash is rajani  is daughter,I'm think so megaakash is rajani is daughter,1,,False,False,44,8
Innum padame release agala sila adhibuthisalinga ippave flopnu katharamechutanuga,Innum padame release agala sila adhibuthisalinga ippave flopnu katharamechutanuga,0,,False,False,81,9
Enangada power rangers mega zord fight la varthu 1:37,Enangada power rangers mega zord fight la varthu 1 37,2,,False,True,53,10
Dai naan Thalapathy fan da...Yenda ipdi bayamuruthiringaSathiyama solren intha padam Bigil ukku tough kudukkum pola,Dai naan Thalapathy fan da...Yenda ipdi bayamuruthiringaSathiyama solren intha padam Bigil ukku tough kudukkum pola,0,,False,True,115,15
Thaliver dress costumes....summa alluthu....Yaruppa costume designer.....,Thaliver dress costumes...summa alluthu...Yaruppa costume designer...,0,,False,False,69,6
Sir plz realese telugu also sir plz plz,Sir plz realese telugu also sir plz plz,0,,False,False,39,8
ippo vara padam ellam verum buildup matu tha.  appuram #mokkaya irukkum......,ippo vara padam ellam verum buildup matu tha. appuram mokkaya irukkum...,0,,False,True,72,11
Vera level Thala kannula kovam nerupu therikudhu,Vera level Thala kannula kovam nerupu therikudhu,2,,False,False,48,7
pakka action  pls deepavali  realise,pakka action pls deepavali realise,0,,False,False,34,5
Brilliant !!!! Thalaivaa !!!!!!!!!!!! Semma mass !!!,Brilliant !!! Thalaivaa !!! Semma mass !!!,0,,False,False,42,7
OMG... Pakkka mass... Vera level... Thalaivaaa... I love u...,OMG... Pakkka mass... Vera level... Thalaivaaa... I love u...,0,,False,False,61,9
4.2 million views in 3 days with 267k likes,4.2 million views in 3 days with 267k likes,0,,False,False,43,9
Apadi Elam Nadakadhu Nadaka kodadhu .,Apadi Elam Nadakadhu Nadaka kodadhu .,0,,False,False,37,6
Idhuku siva kumar sira kupdama vittutanga,Idhuku siva kumar sira kupdama vittutanga,0,,False,False,41,6
Yaarlam padam crore club join panna udane pakuringa,Yaarlam padam crore club join panna udane pakuringa,0,,False,False,51,8
RGV movie lo BGM s ela untundo ala unnai,RGV movie lo BGM s ela untundo ala unnai,0,,False,False,40,9
all time super star rajinikanth sir,all time super star rajinikanth sir,0,,False,False,35,6
Trailer romba mosamaayirik  Konjamkoodi maassillay and me dislike,Trailer romba mosamaayirik Konjamkoodi maassillay and me dislike,1,,False,False,64,8
Luv Uuuuuu ThalaaaaaaaaaaaaaaSouth Indian Ruling lion AJITHKUMAR 🤙🤙🤙🤘 Haters,Luv Uuuu ThalaaaSouth Indian Ruling lion AJITHKUMAR Haters,0,,False,False,58,8
saavardha irundhalum sanda potu saavanum saar. Bigil ah solra madhiri iruku waiting for bigil vs kaidhi,saavardha irundhalum sanda potu saavanum saar. Bigil ah solra madhiri iruku waiting for bigil vs kaidhi,3,,False,False,103,16
Ippuru Narayya Narayya Narayya Narayya Narayya THALA  Fans Like,Ippuru Narayya Narayya Narayya Narayya Narayya THALA Fans Like,0,,False,False,62,9
Trailer pakara apo kanithan movie feel varudhu,Trailer pakara apo kanithan movie feel varudhu,2,,False,False,46,7
After making video of Super Star avatars........ Anyone...,After making video of Super Star avatars... Anyone...,0,,False,False,53,8
6 th standard payan edutha Maari irukku Da Padam.,6 th standard payan edutha Maari irukku Da Padam.,2,,False,True,49,9
Thalayada visvasam eppovamai thalaivaruku DHAn hope all friends,Thalayada visvasam eppovamai thalaivaruku DHAn hope all friends,0,,False,False,63,8
One day aachi petta trailer innum trending la varala.? Petta trailer review lam trending la vandhuruche,One day aachi petta trailer innum trending la varala.? Petta trailer review lam trending la vandhuruche,2,,False,True,103,16
Bgm semma nu soldravanga like poodunga,Bgm semma nu soldravanga like poodunga,3,,False,False,38,6
Dei Vikram ku trailer mattum nalla pannuvanga da.Ana Padam mokkiya irukum.,Dei Vikram ku trailer mattum nalla pannuvanga da.Ana Padam mokkiya irukum.,2,,False,True,74,11
Like - NKP Comment - Vijay 63,Like - NKP Comment - Vijay 63,0,,False,False,29,7
Thalaivar daaaa. Pakkathula evanum nikkamudiyathu daaaa.....,Thalaivar daaa. Pakkathula evanum nikkamudiyathu daaa...,2,,False,False,56,6
Hit Like If you Like 3.0`s role in 2.0 movie,Hit Like If you Like 3.0 s role in 2.0 movie,0,,False,False,44,11
బొక్క లాగా ఉంది ఈ ట్రేలర్ ..  శంకర్ ఈ మూవీ కూడా రాడ్డు పెట్టేలా ఉన్నాడు...,.. ...,4,,False,False,6,2
Pakka pink than... but action jaasthi... but pink than enakku pidichuruku,Pakka pink than... but action jaasthi... but pink than enakku pidichuruku,0,,False,False,73,11
Vjs fans hit likes,Vjs fans hit likes,0,,False,False,18,4
Action kingg arujn.   I love you thallaiva.   Talapathi.  Kuda Eppa act. Pannuveengal,Action kingg arujn. I love you thallaiva. Talapathi. Kuda Eppa act. Pannuveengal,0,,False,False,80,12
Chitti talks english like illiterate person🤔,Chitti talks english like illiterate person,1,,False,False,43,6
"Confirm Super Hit, BlockBuster...........  George Frame ke Padam pichikkum....🤩","Confirm Super Hit, BlockBuster... George Frame ke Padam pichikkum...",0,,False,False,68,9
Dislike pandravan odi poidu kolla gandu la iruka like ah potu savaduchuduvan,Dislike pandravan odi poidu kolla gandu la iruka like ah potu savaduchuduvan,0,,False,True,76,12
Veraa level thala ungallai adikkaa aluuu illaa thalaa,Veraa level thala ungallai adikkaa aluuu illaa thalaa,0,,False,False,53,8
Yuvan bgm ... Ajith sir just rocked....,Yuvan bgm ... Ajith sir just rocked...,0,,False,False,38,7
Thalaivernna naama super Strdahan pinnittaru trailere keddha irukkunna padam vandha vera leval,Thalaivernna naama super Strdahan pinnittaru trailere keddha irukkunna padam vandha vera leval,0,,False,False,94,12
Ivaruku vayasu aagudha ilaiya ...  evalo energy ....happa verithanam,Ivaruku vayasu aagudha ilaiya ... evalo energy ...happa verithanam,0,,False,False,66,9
Namma Thala Fan's matu lyk podungoooo,Namma Thala Fan's matu lyk podungooo,0,,False,False,36,6
Thala eppavum pengalai mathikara gentleman  avaruku aptana role,Thala eppavum pengalai mathikara gentleman avaruku aptana role,0,,False,False,62,8
Movie super but manju varrior verry boring  Manju,Movie super but manju varrior verry boring Manju,1,,False,False,48,8
Ipo nama Ena panna porom sweet saapta porom lol,Ipo nama Ena panna porom sweet saapta porom lol,0,,False,False,47,9
Sorry 2 say dis...nowadays karthik beats surya...actually karthik ku nariya characters suite  agudhu,Sorry 2 say dis...nowadays karthik beats surya...actually karthik ku nariya characters suite agudhu,2,,False,False,99,13
Nariya comment bigil ah illa kaidhiyanu varuthu ana Ella commentlayum like entha padam vaikurangalo athu tha majority ah iruku,Nariya comment bigil ah illa kaidhiyanu varuthu ana Ella commentlayum like entha padam vaikurangalo athu tha majority ah iruku,2,,False,True,126,19
Graphics semmaya irukku better than endhiran,Graphics semmaya irukku better than endhiran,0,,False,False,44,6
Like comment pirika vandam athu nala illa. Kaithi na like um bigil na comment. Entha mari poduvatha niruthunga.,Like comment pirika vandam athu nala illa. Kaithi na like um bigil na comment. Entha mari poduvatha niruthunga.,3,,False,True,111,18
periya hero nu nenapah      Yenna pakereh....         Unah than,periya hero nu nenapah Yenna pakereh... Unah than,1,,False,False,49,8
enga thala evlo porupaanavar engalukku perumaya irukku.thala suppeerrrr ....,enga thala evlo porupaanavar engalukku perumaya irukku.thala suppeerrr ...,0,,False,False,74,9
Trailer pakka vanthavanga vida  comment pakka vanthavanga  Like pannunga,Trailer pakka vanthavanga vida comment pakka vanthavanga Like pannunga,0,,False,False,70,9
Yebbaaa... Padam paathitu vanthu trailer paathaalum... Innum pullarikuthu,Yebbaaa... Padam paathitu vanthu trailer paathaalum... Innum pullarikuthu,0,,False,False,73,8
Last movie tumba esta aituu . E movie na  ಕನ್ನಡ dalli release Madi sir please .from Karnataka Fans,Last movie tumba esta aituu . E movie na dalli release Madi sir please .from Karnataka Fans,4,,False,True,91,17
Irukku namakku vera level enjoyment irukku  Trailer eh summa therikka viduthu,Irukku namakku vera level enjoyment irukku Trailer eh summa therikka viduthu,1,,False,False,76,11
#Bigil Trailer Pathutu #Kaithi Trailer Pakkavanthavnga Like Podunga,Bigil Trailer Pathutu Kaithi Trailer Pakkavanthavnga Like Podunga,0,,False,False,65,8
Yen da na comment pana mattum evanum reply panamatringa?,Yen da na comment pana mattum evanum reply panamatringa?,1,,False,True,56,9
GO HEAD 5MIN -------------- 64K  CONFIRN TMRW TRENDING,GO HEAD 5MIN --- 64K CONFIRN TMRW TRENDING,3,,False,False,42,8
Viswasam super movie next this movie thala fans like,Viswasam super movie next this movie thala fans like,0,,False,False,52,9
Twinkle twinkle little star rajini is the superstar dhooollllma,Twinkle twinkle little star rajini is the superstar dhooolllma,0,,False,False,62,9
821k likes  74k comments  13.25million  Views super,821k likes 74k comments 13.25million Views super,0,,False,False,48,7
"Now watching fans like pannunga ,","Now watching fans like pannunga ,",0,,False,False,33,6
Mass na adhu Thala dhan,Mass na adhu Thala dhan,0,,False,True,23,5
Kandippa Vera maari iruka poguthu thala oda carrer la best mve ah iruka poguthu,Kandippa Vera maari iruka poguthu thala oda carrer la best mve ah iruka poguthu,0,,False,True,79,14
yaarukum adangaatha ajith groups oru like podunga,yaarukum adangaatha ajith groups oru like podunga,0,,False,False,49,7
Kelatu Kungi ajith avan poola seppu santhi sotta thala,Kelatu Kungi ajith avan poola seppu santhi sotta thala,1,,False,False,54,9
Anna neinga vara lavel kids yalariyum atrack pandrainga.enum neinga nariya movie la yangala atrack pananum,Anna neinga vara lavel kids yalariyum atrack pandrainga.enum neinga nariya movie la yangala atrack pananum,0,,False,True,106,15
Any Makkal selvan VJS fans here,Any Makkal selvan VJS fans here,3,,False,False,31,6
U1 u r not a human being,U1 u r not a human being,1,,False,False,24,7
sankar manusanea....ilanu nirubichataruenna mandada sankar sir ku,sankar manusanea...ilanu nirubichataruenna mandada sankar sir ku,0,,False,False,64,7
Ethir patha alavukku Illa.  Ennum ethir pathen. But trailer LA kattama movie LA kattalam,Ethir patha alavukku Illa. Ennum ethir pathen. But trailer LA kattama movie LA kattalam,0,,False,True,87,14
Mass petta pongal .....  1995 Batcha Pongal   2019 Petta Pongal,Mass petta pongal ... 1995 Batcha Pongal 2019 Petta Pongal,0,,False,False,58,10
Thalaivaaaaaaaaaa <3 <3.... Marana Waiting..... Tharamana Sambavum <3,Thalaivaaa 3 3... Marana Waiting... Tharamana Sambavum 3,1,,False,False,56,8
Super    Mass Maari,Super Mass Maari,0,,False,False,16,3
Sema last line than marama masss,Sema last line than marama masss,0,,False,False,32,6
Wooowwww semma maas maaasss marana masss waiting thalaivaaa baba rajini,Wooo semma maas maaasss marana masss waiting thalaivaaa baba rajini,0,,False,False,67,10
BGM terikudhu. Yuvan bgm la U1 dan ya. Valimai expectation inum adigam aagudhu after watching this.,BGM terikudhu. Yuvan bgm la U1 dan ya. Valimai expectation inum adigam aagudhu after watching this.,0,,False,True,99,16
"Thalaivar munnadi Thalapathyum illa thalayum illa, thalaivar thaanda massu !!!","Thalaivar munnadi Thalapathyum illa thalayum illa, thalaivar thaanda massu !!!",2,,False,False,78,10
thalaivaaaaaa marana kaattu intha school pasangaluku kaatrom.....,thalaivaaa marana kaattu intha school pasangaluku kaatrom...,0,,False,False,60,7
BGM adungamaru movie la vara maariye iruku....ada ore music director uh,BGM adungamaru movie la vara maariye iruku...ada ore music director uh,0,,False,True,70,11
Background le visuvasam bgm maathiri enaku mattum than kekutha ? 🤔,Background le visuvasam bgm maathiri enaku mattum than kekutha ?,1,,False,False,64,10
Dei yen da porama patu dislike podduriga,Dei yen da porama patu dislike podduriga,0,,False,True,40,7
Unmayana serapana sanbavam paka porom,Unmayana serapana sanbavam paka porom,0,,False,False,37,5
ennathu paakurathuku chinnapayana dai ungaluke konjam overa theriyalayada🤔🤔,ennathu paakurathuku chinnapayana dai ungaluke konjam overa theriyalayada,1,,False,False,73,8
Sam C. S  Background Musica Therika Vittrkarnu Nenaikiravanga Like a podunga,Sam C. S Background Musica Therika Vittrkarnu Nenaikiravanga Like a podunga,3,,False,False,75,11
Enna da idhu Viswasam bgm uh potrukinga!!!!,Enna da idhu Viswasam bgm uh potrukinga!!!,1,,False,True,42,7
Thumbnail na paartha saaho MERI iruku,Thumbnail na paartha saaho MERI iruku,0,,False,True,37,6
"Indha trailera paathutu entha Tamil movie teaser, trailera paathaalum mokkaiyaa than iruku. Hit like if you agree","Indha trailera paathutu entha Tamil movie teaser, trailera paathaalum mokkaiyaa than iruku. Hit like if you agree",1,,False,False,113,17
enga viswasathukku munna ithu email ellam onnume kidayathu,enga viswasathukku munna ithu email ellam onnume kidayathu,2,,False,False,58,8
It's been like Ellam Avan seyal,It's been like Ellam Avan seyal,1,,False,False,31,6
Kadaisila oru aelavu PURIYALA . 🤣 SUPER TRALER,Kadaisila oru aelavu PURIYALA . SUPER TRALER,0,,False,False,44,7
"Telugu trailer yeppudu vastundhi Anna .........Rajini sir.... style super .....  ,","Telugu trailer yeppudu vastundhi Anna ...Rajini sir... style super ... ,",4,,False,False,72,11
Malaysia trending No 1 da. Thala Masss,Malaysia trending No 1 da. Thala Masss,0,,False,True,38,7
Enake Petta  Nalake Kota Veravel Alaporar Thamel Natai Petta Parake   Thalaivar Na Sumava Masssss,Enake Petta Nalake Kota Veravel Alaporar Thamel Natai Petta Parake Thalaivar Na Sumava Masss,0,,False,True,92,14
Yennakku yennamo indha padam deepavalikku pattasa parakka pogudhunu thonudhu,Yennakku yennamo indha padam deepavalikku pattasa parakka pogudhunu thonudhu,2,,False,False,76,9
Rajnikant And Akshay  Sir Hit Like Button Share Movie,Rajnikant And Akshay Sir Hit Like Button Share Movie,0,,False,False,52,9
Jai super star Rajinikanth sir Akshay Kumar sir and the genius Shankar sir,Jai super star Rajinikanth sir Akshay Kumar sir and the genius Shankar sir,0,,False,False,74,13
idhu Hindi movie PINK oda remake pa. adhula amitab bachan and tapssee act pannirupanga,idhu Hindi movie PINK oda remake pa. adhula amitab bachan and tapssee act pannirupanga,2,,False,True,86,14
Ayyo wait Panna mudiyale.yennathanda panni vechirikinge,Ayyo wait Panna mudiyale.yennathanda panni vechirikinge,2,,False,False,55,6
Summa sollakudathu number 1namma rajini sir mathuyhen vanduruisu Marana mass AT&T than tanks young ka na thalaivar,Summa sollakudathu number 1namma rajini sir mathuyhen vanduruisu Marana mass AT T than tanks young ka na thalaivar,0,,False,True,114,18
Ayo ummmma avanu thouch pana mudiyaadu thaliva,Ayo ummma avanu thouch pana mudiyaadu thaliva,0,,False,False,45,7
"thukku dhura, poi thukku sattiya thora","thukku dhura, poi thukku sattiya thora",3,,False,False,38,6
10 Times Mela Paathavanga Mattum Like Podunga    Petta Parak,10 Times Mela Paathavanga Mattum Like Podunga Petta Parak,3,,False,False,57,9
Nan padippa vachi vyabaram panravan illa,Nan padippa vachi vyabaram panravan illa,0,,False,False,40,6
Thalaivaaaa mudila Shankar sir ena ethu a,Thalaivaaa mudila Shankar sir ena ethu a,0,,False,False,40,7
Apadi Elam nadakadhu  nadaka kodadhu.,Apadi Elam nadakadhu nadaka kodadhu.,0,,False,False,36,5
Vijay maari Amma kaal la poi vilak koodathunu sollama sollitaapla Karthik,Vijay maari Amma kaal la poi vilak koodathunu sollama sollitaapla Karthik,1,,False,True,73,11
Editing seriya panala bha.. jump shot la rope theriyuthu.. paathu konjam seingha...,Editing seriya panala bha.. jump shot la rope theriyuthu.. paathu konjam seingha...,0,,False,True,83,12
Velraj sir cinematography Vera leval,Velraj sir cinematography Vera leval,0,,False,False,36,5
Twitter pathutu nera inga vanthavangala like my comment,Twitter pathutu nera inga vanthavangala like my comment,0,,False,False,55,8
thalavaaaaaaa u superr vera vera level thala,thalavaaa u superr vera vera level thala,0,,False,False,40,7
Nejamave vayasanalum unga styleum azhagum ungala vitu pogala .... Thalaivar different range la Erukaru super ....,Nejamave vayasanalum unga styleum azhagum ungala vitu pogala ... Thalaivar different range la Erukaru super ...,1,,False,True,111,16
akki paji n rajni paji fans like,akki paji n rajni paji fans like,0,,False,False,32,7
"Hai manju varier , adipoli ki......","Hai manju varier , adipoli ki...",4,,False,False,32,6
Naan rajini fan illa.. But can't wait. Our old vintage rajini,Naan rajini fan illa.. But can't wait. Our old vintage rajini,0,,False,False,61,11
Trailer liye full story solitanungge.... thala kaga mattum padam pakka poravangge .... raise your hand,Trailer liye full story solitanungge... thala kaga mattum padam pakka poravangge ... raise your hand,1,,False,False,100,15
This man never gets old,This man never gets old,0,,False,False,23,5
Trending No.1 in srilanka.... Thala fort thlaaaaaaa...,Trending No.1 in srilanka... Thala fort thlaaa...,0,,False,False,49,7
Eppaa sami.... Ivarukku vayase aagatha....Enna energy.....enna style... Eppavume Ore star Namma Super,Eppaa sami... Ivarukku vayase aagatha...Enna energy...enna style... Eppavume Ore star Namma Super,2,,False,False,97,12
Trailer mokkaya irukku but bgm sema U1 anna,Trailer mokkaya irukku but bgm sema U1 anna,0,,False,False,43,8
ayyo vera level a iruku ayyo,ayyo vera level a iruku ayyo,0,,False,False,28,6
Ennaya Pull arikuthu trailer Pathaaa !!!!,Ennaya Pull arikuthu trailer Pathaaa !!!,0,,False,False,40,6
suriya fans hit like .. payback time,suriya fans hit like .. payback time,2,,False,False,36,7
Dhanush na vea mass than eppuvum,Dhanush na vea mass than eppuvum,2,,False,True,32,6
"Thala Da ivara minja Evanda aaa??? 28,6,2019, pm 5 ,15","Thala Da ivara minja Evanda aaa??? 28,6,2019, pm 5 ,15",0,,False,True,54,10
Basha rajini a pakka yar ellam aasai paduringa hit like here,Basha rajini a pakka yar ellam aasai paduringa hit like here,3,,False,False,60,11
Super Trailer PINK Movie vida naala irukkumnu ninaikaran,Super Trailer PINK Movie vida naala irukkumnu ninaikaran,0,,False,False,56,8
Lokesh kanagaraj fans hit like,Lokesh kanagaraj fans hit like,0,,False,False,30,5
Rajni sir & Akshay sir,Rajni sir Akshay sir,0,,False,False,20,4
kaala movie la thalaivar kalakitarru  petta movie la pattaiya kellapaporaru,kaala movie la thalaivar kalakitarru petta movie la pattaiya kellapaporaru,0,,False,True,74,10
Stlye king Thalaivrrrrr back Diologue elam semma...rajini veriyanukana padammmmm,Stlye king Thalaivrrr back Diologue elam semma...rajini veriyanukana padammm,0,,False,False,76,9
Pls Hindi trailer sikirama podunga paa... Friendsku ellarukum katanum,Pls Hindi trailer sikirama podunga paa... Friendsku ellarukum katanum,1,,False,False,69,9
ALL THE BEST Best wishes From KGF KING ROCKING STAR/ NATIONAL STAR YASH BOSS FANS FROM KARNATAKA,ALL THE BEST Best wishes From KGF KING ROCKING STAR NATIONAL STAR YASH BOSS FANS FROM KARNATAKA,0,,False,False,95,17
Verimaran  and  dhanush makes best pair,Verimaran and dhanush makes best pair,0,,False,False,37,6
Eh eh eh r and a new,Eh eh eh r and a new,3,,False,False,20,7
Paaaaaaaaaaaaa paaaaaaaaaaaaa paaaaaaaaaaa paaaaaaaaaaa........ woooooooooooow wooooooooooow woooooooooooooow woooooooooooow woooooooooow,Paaa paaa paaa paaa... wooow wooow wooow wooow wooow,0,,False,False,52,9
2.0  3d ah ...? Yes or no ...?,2.0 3d ah ...? Yes or no ...?,0,,False,False,29,8
Bigil avathu mairavathu book pandra Sanga tamizhan.. Trailer and VJS dialouges Bangam,Bigil avathu mairavathu book pandra Sanga tamizhan.. Trailer and VJS dialouges Bangam,2,,False,False,85,12
Enna thaa nalla movies vijay sethupathi pannaalum iron man a vachu senjatha marakka maatan,Enna thaa nalla movies vijay sethupathi pannaalum iron man a vachu senjatha marakka maatan,2,,False,False,90,14
Arjun sir kaaka padam ethir pakkalam.,Arjun sir kaaka padam ethir pakkalam.,0,,False,False,37,6
Ajith ku correct ah na movie ya nu therlaa mass irkathu pola,Ajith ku correct ah na movie ya nu therlaa mass irkathu pola,0,,False,True,60,12
50 times mela pathavanga like me,50 times mela pathavanga like me,0,,False,False,32,6
Mass thala  yuvan bgm,Mass thala yuvan bgm,0,,False,False,20,4
Aiyo aiyo no words ...poda poda karthicku ennada panirka ..onnala onnum pana mudiyathu da ....,Aiyo aiyo no words ...poda poda karthicku ennada panirka ..onnala onnum pana mudiyathu da ...,0,,False,True,93,15
enga valka muraiya sollra Padam Da ippadi  ku oru girammathan.,enga valka muraiya sollra Padam Da ippadi ku oru girammathan.,0,,False,True,61,10
I am AP but I am..AK .. rumbha fan....,I am AP but I am..AK .. rumbha fan...,0,,False,False,37,9
Thala ajith telugu fans hit like,Thala ajith telugu fans hit like,0,,False,False,32,6
762 k likes reached aairuku pangalingala adichi thookalamaa thagida thagida thagida thagida ‍‍‍‍‍‍‍‍‍‍,762 k likes reached aairuku pangalingala adichi thookalamaa thagida thagida thagida thagida,0,,False,False,91,12
Cmt fst we need 100k cmtsssssssss,Cmt fst we need 100k cmtsss,0,,False,False,27,6
Neenga trailer.. Pakkama irupingalaa.    .     .never,Neenga trailer.. Pakkama irupingalaa. . .never,0,,False,False,46,6
Repeat mode Hit Like ...,Repeat mode Hit Like ...,0,,False,False,24,5
Na moral se tiver um brasileiro aqui curti,Na moral se tiver um brasileiro aqui curti,4,,False,True,42,8
Sema mass ah iruku...  Dialogue super ah iruku Thala,Sema mass ah iruku... Dialogue super ah iruku Thala,0,,False,False,51,9
0:16 ku U Certificate overah illa...,0 16 ku U Certificate overah illa...,2,,False,False,36,7
Rajinikanth ishtam vj sethupathi ishtam nawas villianum ishtam,Rajinikanth ishtam vj sethupathi ishtam nawas villianum ishtam,0,,False,False,62,8
Yevalo Peru vijay sethubathi kaga trailer paka vanthenga like panunga,Yevalo Peru vijay sethubathi kaga trailer paka vanthenga like panunga,3,,False,False,69,10
Oru chinthamani kola case manakkunne underr,Oru chinthamani kola case manakkunne underr,2,,False,False,43,6
Romba naal kaluchu ajithu mass video pakaren... Vera level...,Romba naal kaluchu ajithu mass video pakaren... Vera level...,0,,False,False,61,9
Veraaaaaa level allways thala gethu thaaaa..... Cmts eh 74k,Veraaa level allways thala gethu thaaa... Cmts eh 74k,0,,False,False,53,9
Late aanaalum nalla varanom .vandaaa mudichidanom,Late aanaalum nalla varanom .vandaaa mudichidanom,0,,False,False,49,6
"Sathiyama  ithu ajith pada trailer ah.....Kevalama iruku vera level la yethirpathen ,,,, disappointing","Sathiyama ithu ajith pada trailer ah...Kevalama iruku vera level la yethirpathen ,,, disappointing",0,,False,True,98,13
Semma thalaiva nega than next tamilnadu  cm super Marana mass.....,Semma thalaiva nega than next tamilnadu cm super Marana mass...,0,,False,False,63,10
Trisha trailer la oru scene dhaana !!,Trisha trailer la oru scene dhaana !!,3,,False,True,37,7
தல போல வராது.... Waiting viswasam trailer,தல போல வராது... Waiting viswasam trailer,2,,True,True,40,6
Movie vetri pera agila India ramarajan fans sarbil vaalthugal,Movie vetri pera agila India ramarajan fans sarbil vaalthugal,1,,False,False,61,9
oru vela paruthiveeran jaila irudhu release aagitaro,oru vela paruthiveeran jaila irudhu release aagitaro,3,,False,False,52,7
Padam pakanum pola iruku... kasu keta amma serupala adipan soltranga....,Padam pakanum pola iruku... kasu keta amma serupala adipan soltranga...,1,,False,False,71,10
Thalavi va national award ready pannuga pa,Thalavi va national award ready pannuga pa,0,,False,True,42,7
Ner konda parvai release ku waiting,Ner konda parvai release ku waiting,0,,False,False,35,6
Vikram Fans Hit the Like Button,Vikram Fans Hit the Like Button,0,,False,False,31,6
Idhu epdi da trending la vandhuchu..,Idhu epdi da trending la vandhuchu..,1,,False,True,36,6
Are Telugu lo kaavalraa ayyaaa meeku dhandam pedthaa,Are Telugu lo kaavalraa ayyaaa meeku dhandam pedthaa,4,,False,False,52,8
2.o vs Zero 2.o - like  Zero - Comment,2.o vs Zero 2.o - like Zero - Comment,0,,False,False,37,9
Thalavai nee vera lvl Thalaiva 🤙,Thalavai nee vera lvl Thalaiva,0,,False,False,30,5
Paka thana pora Inda kaliy to atatha,Paka thana pora Inda kaliy to atatha,0,,False,False,36,7
Ready 2 get Nxt Oscar Award... Thalaivaaaaa...,Ready 2 get Nxt Oscar Award... Thalaivaaa...,0,,False,False,44,7
Kerala Thalapathi fans hit  like,Kerala Thalapathi fans hit like,1,,False,False,31,5
Ennada trailer eh Mersal ah iruku,Ennada trailer eh Mersal ah iruku,0,,False,False,33,6
"semma trailer, Pudhu muyarchina parattanum Kora kandu pidikka kudathu","semma trailer, Pudhu muyarchina parattanum Kora kandu pidikka kudathu",0,,False,False,69,9
R u a virgin thala sama looj,R u a virgin thala sama looj,1,,False,False,28,7
"Nice, aana Trailerlaye paathi padam vanthachi","Nice, aana Trailerlaye paathi padam vanthachi",0,,False,False,45,6
Anna veera maassu maranooo love you Thalaiva,Anna veera maassu maranooo love you Thalaiva,2,,False,False,44,7
Thala va thala paka masss lvu thala,Thala va thala paka masss lvu thala,0,,False,True,35,7
"ivanuku yengeyo macham irukuthu. Veedu Po po, kaadu va va koopitaalum ivar pogamateangararu. Wicked vachi thannai youth ninaikiraro 🤔","ivanuku yengeyo macham irukuthu. Veedu Po po, kaadu va va koopitaalum ivar pogamateangararu. Wicked vachi thannai youth ninaikiraro",1,,False,True,131,18
All the best sar I am karnataka,All the best sar I am karnataka,0,,False,False,31,7
Talaivaaaaaaaaaaaa I love you Marana mass 100%  trailer,Talaivaaa I love you Marana mass 100 trailer,0,,False,False,44,8
Thala neenga yappati nadichalum naanga paapom thala,Thala neenga yappati nadichalum naanga paapom thala,0,,False,False,51,7
720 la vachu pathe 360 la pakura maari iruku,720 la vachu pathe 360 la pakura maari iruku,0,,False,True,44,9
Nerkonda paarvai vetri pera valthugindra thalapathy rasigan,Nerkonda paarvai vetri pera valthugindra thalapathy rasigan,0,,False,False,59,7
Enka Anne velayutham Anne Mari Vara mudiyyuma,Enka Anne velayutham Anne Mari Vara mudiyyuma,2,,False,False,45,7
Irumbu thirai mari semma padama iruku pola,Irumbu thirai mari semma padama iruku pola,2,,False,False,42,7
Idhu rajini padama lla subburaj padama,Idhu rajini padama lla subburaj padama,2,,False,True,38,6
Rajni jhaatu aur uske fan choot maarike,Rajni jhaatu aur uske fan choot maarike,4,,False,False,39,7
Irumugan 2 mathiri irkku... Anyways spr trailer   Katta waiting,Irumugan 2 mathiri irkku... Anyways spr trailer Katta waiting,0,,False,False,61,9
Kolle gand le irrkinge.... Super mass dialogue,Kolle gand le irrkinge... Super mass dialogue,0,,False,False,45,7
GO GO GADGET... HELICOPTER MACHINE GUNS!!!!,GO GO GADGET... HELICOPTER MACHINE GUNS!!!,1,,False,False,42,6
Trending la enga da kanom podunga da  trailera,Trending la enga da kanom podunga da trailera,0,,False,True,45,8
"Vaa thala vaa, super","Vaa thala vaa, super",0,,False,False,20,4
Dilli Karthi Anna fans hit like  here,Dilli Karthi Anna fans hit like here,2,,False,False,36,7
Kannu sokkudhu.... Ada 10M views seekiram vayya... Seekiram vayya,Kannu sokkudhu... Ada 10M views seekiram vayya... Seekiram vayya,0,,False,False,64,9
"Idhu Pothum Engalukku 1month Intha Botha Irukkum Engalukku,   Thala","Idhu Pothum Engalukku 1month Intha Botha Irukkum Engalukku, Thala",0,,False,False,65,9
Thala just mass action ila best marana mass action movie daaaaaa,Thala just mass action ila best marana mass action movie daaa,0,,False,False,61,11
Thalaa thalaaa thalaaaa always thalaaaa fan da,Thalaa thalaaa thalaaa always thalaaa fan da,0,,False,True,44,7
My channel vanthuttu ponga Apdiya subscribe pannittu ponga pls support,My channel vanthuttu ponga Apdiya subscribe pannittu ponga pls support,0,,False,False,70,10
